epoch,train_loss,eval_loss,eval_top1,eval_top5
88,6.91295405796596,6.912564196166993,0.06,0.368
89,6.913181531996954,6.912491103210449,0.06,0.348
90,6.915357158297584,6.912486688232422,0.06,0.362
91,6.914907818748837,6.912444188995361,0.06,0.354
92,6.912063235328311,6.912191895446777,0.06,0.358
93,6.914091269175212,6.912119263305664,0.062,0.358
94,6.9127018338158015,6.91222604598999,0.058,0.374
95,6.9159965969267345,6.91195612335205,0.056,0.358
96,6.917294093540737,6.911815420227051,0.06,0.358
97,6.912386848813012,6.911851022186279,0.058,0.362
98,6.913551761990502,6.911638931884766,0.054,0.36
99,6.912568818955195,6.9116861592102055,0.06,0.364
100,6.912499995458694,6.911575449676514,0.058,0.362
101,6.913061073848179,6.91152017578125,0.062,0.368
102,6.911448887416294,6.911458710327149,0.058,0.356
103,6.915968872251964,6.911428026275635,0.06,0.362
104,6.912551017034621,6.9112294033813475,0.06,0.376
105,6.910599481491816,6.911185747375488,0.064,0.364
106,6.9111466861906505,6.9112108665466305,0.056,0.348
107,6.912645453498477,6.911049230194092,0.058,0.366
108,6.912051359812419,6.9110669993591305,0.054,0.36
109,6.911665893736339,6.910923824768067,0.062,0.376
110,6.9100596110026045,6.9107861550903324,0.06,0.372
111,6.912611439114525,6.9108188864135744,0.056,0.368
112,6.911074320475261,6.910716622161865,0.056,0.36
113,6.909698872339158,6.9106787835693355,0.056,0.364
114,6.91304383959089,6.910603294830322,0.06,0.37
115,6.911351272038051,6.910559359893798,0.06,0.362
116,6.909990991864886,6.910495694122314,0.058,0.36
117,6.910353501637776,6.910491334991455,0.06,0.354
118,6.910525185721261,6.910378998260498,0.056,0.354
119,6.909964379810152,6.910283798828125,0.054,0.378
120,6.911747705368769,6.9103169172668455,0.058,0.368
121,6.912265482402983,6.910256925811767,0.058,0.368
122,6.910438923608689,6.910171222839355,0.054,0.368
123,6.911370663415818,6.910191711273193,0.056,0.36
124,6.910783608754476,6.910074007873535,0.056,0.358
125,6.9115078789847235,6.909980865783691,0.062,0.37
126,6.911126273018973,6.91002937576294,0.056,0.366
127,6.90889785403297,6.909977731628418,0.064,0.364
128,6.909518037523542,6.91001256942749,0.056,0.36
129,6.911097027006603,6.909937687530517,0.064,0.368
130,6.911457879202707,6.909819806365967,0.06,0.364
131,6.9115805852980845,6.909785822601318,0.056,0.358
132,6.91058855965024,6.909732008514404,0.06,0.374
