epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.941075801849365,6.936351444549561,0.064,0.372
1,6.934234006064279,6.93645889755249,0.068,0.366
2,6.950791858491444,6.935854911346436,0.06,0.37
3,6.9365531376429965,6.936092615814209,0.06,0.37
4,6.932731628417969,6.934379685516357,0.068,0.374
5,6.943115234375,6.9346351107788085,0.062,0.37
6,6.9374418031601675,6.933771038665771,0.064,0.372
7,6.930401802062988,6.9330865676879885,0.06,0.386
8,6.936517306736538,6.932884203948975,0.06,0.376
9,6.933505308060419,6.932009847564697,0.062,0.382
10,6.934010959806896,6.931062885894775,0.064,0.374
11,6.93089653196789,6.930533800811768,0.06,0.366
12,6.928108147212437,6.930663011169433,0.06,0.372
13,6.929202715555827,6.9299372560119625,0.058,0.364
14,6.932704357873826,6.930248070831299,0.064,0.38
15,6.929815383184524,6.928745320434571,0.06,0.362
16,6.931555452800932,6.9284693211364745,0.06,0.354
17,6.92776700428554,6.928066039428711,0.062,0.378
18,6.931570348285494,6.927557075042724,0.06,0.376
19,6.932030927567255,6.927533283081055,0.06,0.374
20,6.92963525227138,6.926683835144043,0.062,0.376
21,6.930427256084624,6.92706703491211,0.062,0.382
22,6.924657776242211,6.9267396713256835,0.06,0.366
23,6.921252159845261,6.9259047898864745,0.062,0.384
24,6.930397147224063,6.925487812347412,0.064,0.368
25,6.92745285942441,6.9255701580810545,0.062,0.37
26,6.923422359284901,6.925121951446533,0.062,0.382
27,6.926643303462437,6.924264451141357,0.066,0.342
28,6.925094241187686,6.924458023529053,0.064,0.366
29,6.923829918815976,6.923921204223633,0.064,0.35
30,6.927578721727643,6.923642433013916,0.064,0.364
31,6.919282345544724,6.92363233795166,0.062,0.37
32,6.920795486086891,6.922631219940185,0.06,0.36
33,6.929263319287982,6.922292320098877,0.06,0.366
34,6.919043904259091,6.922373854980469,0.066,0.366
35,6.925181298028855,6.922205310058594,0.062,0.37
36,6.925304185776484,6.922150228271485,0.064,0.378
37,6.920598915645054,6.921647571563721,0.058,0.38
38,6.9221665518624445,6.921048214874268,0.066,0.36
39,6.924589815593901,6.921234094238281,0.062,0.372
40,6.921369143894741,6.920836758575439,0.064,0.368
41,6.925904932476225,6.920235247344971,0.064,0.356
42,6.92405366897583,6.920444824676514,0.062,0.37
43,6.921736944289434,6.919818134002686,0.06,0.356
44,6.922117664700463,6.919571123046875,0.064,0.352
45,6.925715401059105,6.919202877655029,0.066,0.36
46,6.922752425784156,6.919038201446533,0.058,0.364
47,6.9214361281622026,6.918847087554932,0.064,0.354
48,6.92249193645659,6.918870376281738,0.062,0.356
49,6.923150335039411,6.918775876617431,0.062,0.384
50,6.92164116814023,6.918118022613525,0.06,0.356
51,6.920981384458996,6.918030489654541,0.064,0.356
52,6.916214852106004,6.917929769439697,0.062,0.36
53,6.917145252227783,6.917676956634521,0.064,0.358
54,6.918844972337995,6.917744744262695,0.064,0.37
55,6.915668532961891,6.917379658966064,0.064,0.37
56,6.917909145355225,6.917243807067871,0.062,0.378
57,6.917642320905413,6.917251986541748,0.058,0.374
58,6.920707634517124,6.9167138230896,0.06,0.378
59,6.919991970062256,6.916275195007324,0.064,0.35
60,6.917075134458996,6.916310097198486,0.062,0.376
61,6.917215074811663,6.916106076202393,0.064,0.374
62,6.914654799870083,6.915864813232422,0.062,0.352
63,6.9167916888282415,6.915957233581543,0.062,0.36
64,6.91779765628633,6.91584409576416,0.06,0.372
65,6.913214910598028,6.915673078002929,0.062,0.37
66,6.9186466080801825,6.915222964935302,0.062,0.346
67,6.919472558157785,6.915153682403565,0.06,0.354
68,6.916874272482736,6.915039077911377,0.054,0.358
69,6.916821570623489,6.9150582981872555,0.06,0.356
70,6.913290137336368,6.914985615692139,0.062,0.364
71,6.917083967299688,6.914638385772705,0.06,0.358
72,6.914381276993525,6.91458107925415,0.062,0.366
73,6.917887142726353,6.914266949462891,0.066,0.364
74,6.911733945210774,6.914185421600342,0.054,0.366
75,6.913612683614095,6.913967353057862,0.058,0.358
76,6.914588678450811,6.913800784606933,0.064,0.36
77,6.915453388577416,6.9140036337280275,0.06,0.35
78,6.916737420218332,6.913771131439209,0.06,0.352
79,6.915173394339425,6.913638026123047,0.06,0.356
80,6.91221486954462,6.913292788085937,0.06,0.374
81,6.912260328020368,6.913366875457764,0.064,0.37
82,6.913500104631696,6.913309944610596,0.06,0.366
83,6.917658079238165,6.913149269866944,0.056,0.368
84,6.915468488420759,6.913010232086181,0.056,0.376
85,6.913950761159261,6.912975428314209,0.058,0.36
86,6.912553809937977,6.912883894348145,0.058,0.36
87,6.913075061071487,6.912733858947754,0.064,0.364
