epoch,train_loss,eval_loss,eval_top1,eval_top5
77,3.3777898947397866,1.8363296362304689,57.822,81.648
78,3.3239169461386546,1.795812041015625,58.964,82.39
79,3.28481616292681,1.812367773666382,59.034,82.51
80,3.2655039628346763,1.7828096766662598,59.422,82.612
81,3.2771575564429876,1.7625752700805664,59.85,82.922
82,3.3002538226899647,1.768631248703003,59.992,82.93
83,3.278338080360776,1.741436827545166,60.008,83.116
84,3.2454237597329274,1.7849989459991455,60.022,83.282
85,3.2332205318269276,1.7322619622802735,60.784,83.412
86,3.2292422907693044,1.7527694478607179,60.342,83.25
87,3.2546517962501165,1.7363226524353028,60.726,83.298
88,3.2398930390675864,1.7373195161437989,60.738,83.502
89,3.2003137043544223,1.754456402130127,60.474,83.31
90,3.144970950626192,1.7279309859466552,60.85,84.07
91,3.18915885970706,1.7590237890625,60.528,83.33
92,3.1805491220383417,1.7061736289215088,61.346,84.046
93,3.208532991863432,1.7018974417114259,61.206,84.014
94,3.24371421904791,1.7281886373138429,60.628,83.51
95,3.1486837296258834,1.6957553535461425,61.904,84.18
96,3.163329862412952,1.6990039548492433,61.972,84.268
97,3.1754216126033237,1.6784991160583496,61.466,84.158
98,3.1744154748462496,1.6970142331695557,61.418,84.15
99,3.1825096153077626,1.6731704708099364,61.85,84.352
100,3.2075443381354924,1.71492848487854,61.286,84.12
101,3.141164495831444,1.691431853942871,62.358,84.612
102,3.1366738705408004,1.6520122751617432,62.412,84.818
103,3.089686711629232,1.7495899662017822,60.526,83.264
104,3.0628042107536677,1.689110517807007,61.93,84.4
105,3.125402087257022,1.682571595993042,62.174,84.72
106,3.0835327080317905,1.6442112020111084,62.288,84.464
107,3.143209593636649,1.618982011642456,62.63,84.762
108,3.0971675600324358,1.6337382195281982,62.49,84.868
109,3.1244332563309443,1.656849080505371,62.224,84.614
110,3.106242440995716,1.6082069030761719,63.246,85.286
111,3.111909332729521,1.6436470424652099,62.646,84.778
112,3.0999055476415727,1.629545149230957,63.012,85.17
113,3.0975199199858165,1.610733506011963,63.586,85.382
114,3.0614184652056013,1.5957633882141113,63.46,85.318
115,3.081590618406023,1.6374220210266113,62.944,85.276
116,3.1215619700295583,1.6379001235961914,63.488,85.312
117,3.101684786024548,1.569936812362671,64.154,85.764
118,3.0786706606547036,1.6043186016082764,63.508,85.472
119,3.1278683798653737,1.6321791878509522,63.12,84.968
120,3.068414563224429,1.5597488578033447,63.85,85.772
121,3.0280999569665816,1.5914144313049317,63.598,85.49
122,3.0464731511615573,1.5783534378814696,64.268,85.87
123,2.9791371822357178,1.5654190268325805,63.806,85.754
124,3.060001225698562,1.572991675262451,63.848,85.688
125,3.063401937484741,1.591521873626709,64.216,86.088
126,2.9415377662295388,1.5990435020446778,63.722,85.566
127,3.033358937218076,1.5713752477264404,63.692,85.714
128,3.0810745557149253,1.5835141291046142,64.176,85.816
129,3.052179427373977,1.5756228062438964,64.174,85.868
130,3.0136369182949974,1.6205947692871094,63.29,85.246
131,3.0255820751190186,1.6052807888031007,63.672,85.744
132,2.994435582842146,1.5745099714660644,64.158,85.974
133,3.0045539311000278,1.5300575861358643,64.476,86.138
134,3.0049970149993896,1.5538042123413085,64.882,86.23
135,3.0085591134570895,1.6035133771514893,64.252,85.842
